sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Dat heb ik ook toegegeven.	toegegeven	4	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/429.xml', 'sent_id': 'cdb\\429', 'text': 'Dat heb ik ook toegegeven.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Dat	Dat hebt ik ook toegegeven.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Daarom zal ik klein beginnen en op 't laatst misschien nog een grote wedstrijd gaan doen.	beginnen	4	zal	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	zal	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'zullen', 'Person': '1'}	AUX	-1	[]	"{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/1363.xml', 'sent_id': 'cdb\\1363', 'text': ""Daarom zal ik klein beginnen en op 't laatst misschien nog een grote wedstrijd gaan doen."", 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}"	zult	1 -> 2	Daarom	Daarom zult ik klein beginnen en op 't laatst misschien nog een grote wedstrijd gaan doen.	[]	[]	0	0	0	False	False	False	0.0833333333333333	SV-P	nld	1	2	VS	aux	+
een mooiere vrouw heb ik gekust dan ik ooit durfde te dromen	gekust	5	heb	3.0	ik	4	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	3	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/427.xml', 'sent_id': 'g_suite\\427', 'text': 'een mooiere vrouw heb ik gekust dan ik ooit durfde te dromen', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	een mooiere vrouw	een mooiere vrouw hebt ik gekust dan ik ooit durfde te dromen	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Vermoedelijk hebben verkenners van het Belgische leger dit ontdekt, maar waar ze hun Artillerie opgesteld stond heb ik niet kunnen achterhalen.	achterhalen	21	heb	17.0	ik	18	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	17	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000050381/WR-P-E-I-0000050381.p.1.s.445.xml', 'sent_id': 'WR-P-E-I-0000050381.p.1.s.445', 'text': 'Vermoedelijk hebben verkenners van het Belgische leger dit ontdekt, maar waar ze hun Artillerie opgesteld stond heb ik niet kunnen achterhalen.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	hebt	1 -> 2	Vermoedelijk hebben verkenners van het Belgische leger dit ontdekt, maar waar ze hun Artillerie opgesteld stond	Vermoedelijk hebben verkenners van het Belgische leger dit ontdekt, maar waar ze hun Artillerie opgesteld stond hebt ik niet kunnen achterhalen.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
twee kinderen heb ik gezien die naar het sportveld fietsten	gezien	4	heb	2.0	ik	3	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	2	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/428.xml', 'sent_id': 'g_suite\\428', 'text': 'twee kinderen heb ik gezien die naar het sportveld fietsten', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	twee kinderen	twee kinderen hebt ik gezien die naar het sportveld fietsten	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Zo lang heb ik nog nooit gevlogen.	gevlogen	6	heb	2.0	ik	3	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	2	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/eans/02_03_02_08_04_03_02_45.xml', 'sent_id': 'eans\\02_03_02_08_04_03_02_45', 'text': 'Zo lang heb ik nog nooit gevlogen.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Zo lang	Zo lang hebt ik nog nooit gevlogen.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
shit, heb ik mijn sleutels vergeten...	vergeten	6	heb	2.0	ik	3	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	2	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/290.xml', 'sent_id': 'g_suite\\290', 'text': 'shit, heb ik mijn sleutels vergeten...', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	shit,	shit, hebt ik mijn sleutels vergeten...	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
vandaag heb ik Robbert teruggebeld	teruggebeld	4	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/88.xml', 'sent_id': 'g_suite\\88', 'text': 'vandaag heb ik Robbert teruggebeld', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	vandaag	vandaag hebt ik Robbert teruggebeld	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Robbert heb ik teruggebeld	teruggebeld	3	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/83.xml', 'sent_id': 'g_suite\\83', 'text': 'Robbert heb ik teruggebeld', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Robbert	Robbert hebt ik teruggebeld	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
ja, maar zo heb ik het nooit gezien en gehoord.	gezien	8	heb	4.0	ik	5	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	4	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/1786.xml', 'sent_id': 'cdb\\1786', 'text': 'ja, maar zo heb ik het nooit gezien en gehoord.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	ja, maar zo	ja, maar zo hebt ik het nooit gezien en gehoord.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
verrek, daar heb ik niet aan gedacht	gedacht	7	heb	3.0	ik	4	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	3	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/289.xml', 'sent_id': 'g_suite\\289', 'text': 'verrek, daar heb ik niet aan gedacht', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	verrek, daar	verrek, daar hebt ik niet aan gedacht	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Robbert heb ik niet willen terugbellen	willen	4	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/85.xml', 'sent_id': 'g_suite\\85', 'text': 'Robbert heb ik niet willen terugbellen', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Robbert	Robbert hebt ik niet willen terugbellen	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Sindsdien heb ik steeds gesukkeld.	gesukkeld	4	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/6363.xml', 'sent_id': 'cdb\\6363', 'text': 'Sindsdien heb ik steeds gesukkeld.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Sindsdien	Sindsdien hebt ik steeds gesukkeld.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
daar heb ik heen gebeld	gebeld	4	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/378.xml', 'sent_id': 'g_suite\\378', 'text': 'daar heb ik heen gebeld', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	daar	daar hebt ik heen gebeld	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Dindsdag heb ik in Florence en in Verona allerlei onderhandelingen gevoerd.	gevoerd	10	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/2270.xml', 'sent_id': 'cdb\\2270', 'text': 'Dindsdag heb ik in Florence en in Verona allerlei onderhandelingen gevoerd.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Dindsdag	Dindsdag hebt ik in Florence en in Verona allerlei onderhandelingen gevoerd.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
"Die stranding was mijn schuld niet en voorzover ik toen toch wat kleine fouten heb gemaakt, heb ik ervan geleerd. """	geleerd	20	heb	17.0	ik	18	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	17	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	"{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/3361.xml', 'sent_id': 'cdb\\3361', 'text': 'Die stranding was mijn schuld niet en voorzover ik toen toch wat kleine fouten heb gemaakt, heb ik ervan geleerd. ""', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}"	hebt	1 -> 2	Die stranding was mijn schuld niet en voorzover ik toen toch wat kleine fouten heb gemaakt,	"Die stranding was mijn schuld niet en voorzover ik toen toch wat kleine fouten heb gemaakt, hebt ik ervan geleerd. """	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
de leraar en de kinderen heb ik gezien die naar het sportveld fietsten	gezien	7	heb	5.0	ik	6	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	5	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/426.xml', 'sent_id': 'g_suite\\426', 'text': 'de leraar en de kinderen heb ik gezien die naar het sportveld fietsten', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	de leraar en de kinderen	de leraar en de kinderen hebt ik gezien die naar het sportveld fietsten	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
de trein heb ik niet willen missen	willen	5	heb	2.0	ik	3	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	2	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/62.xml', 'sent_id': 'g_suite\\62', 'text': 'de trein heb ik niet willen missen', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	de trein	de trein hebt ik niet willen missen	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
daar heb ik naar toe gebeld	gebeld	5	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/377.xml', 'sent_id': 'g_suite\\377', 'text': 'daar heb ik naar toe gebeld', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	daar	daar hebt ik naar toe gebeld	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
Rekenen? Dat heb ik nooit goed gekund.	gekund	7	heb	3.0	ik	4	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	3	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/eans/02_03_02_08_04_05_74a.xml', 'sent_id': 'eans\\02_03_02_08_04_05_74a', 'text': 'Rekenen? Dat heb ik nooit goed gekund.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	Rekenen? Dat	Rekenen? Dat hebt ik nooit goed gekund.	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
vandaag heb ik Robbert niet willen terugbellen	willen	5	heb	1.0	ik	2	{'Case': 'Nom', 'Person': '1', 'PronType': 'Prs', 'lemma': 'ik'}	PRON	heb	1	{'Number': 'Sing', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hebben', 'Person': '1'}	AUX	-1	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/g_suite/90.xml', 'sent_id': 'g_suite\\90', 'text': 'vandaag heb ik Robbert niet willen terugbellen', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hebt	1 -> 2	vandaag	vandaag hebt ik Robbert niet willen terugbellen	[]	[]	0	0	0	False	False	False	0.0124999999999999	SV-P	nld	1	2	VS	aux	+
